tweet_id,H1,H2,H3,H1_conf,H2_conf,H3_conf,I1,I2,I3,I1_conf,I2_conf,I3_conf,H_set1,I_set1,H_set2,I_set2,H_set3,I_set3
1223174412431695874,hostile,not hostile,hostile,5,5,5,none,gender,none,5,5,5,not hostile,none,hostile,none,hostile,none
1223174412431695874,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1235357261179961344,hostile,not hostile,hostile,5,5,5,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1235357261179961344,hostile,hostile,hostile,4,4,4,"religion,race","religion,race","religion,race",5,5,5,hostile,religion,hostile,religion,hostile,"religion,race"
1235357382764453889,hostile,not hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235357382764453889,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1235357460086411264,hostile,not hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235357460086411264,not hostile,not hostile,not hostile,4,3,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1235357701141458944,hostile,not hostile,hostile,5,5,5,race,none,race,5,5,5,hostile,none,hostile,race,hostile,race
1235357701141458944,hostile,hostile,hostile,5,5,5,"religion,race","religion,race","religion,race",5,5,5,hostile,religion,hostile,religion,hostile,"religion,race"
1235357884533235712,hostile,not hostile,hostile,1,1,1,race,none,race,1,1,1,hostile,none,hostile,none,hostile,none
1235357884533235712,hostile,hostile,hostile,4,4,4,race,race,none,4,4,4,hostile,race,hostile,race,hostile,race
1235357993367146496,hostile,not hostile,hostile,5,5,5,race,none,race,5,5,5,hostile,race,hostile,race,hostile,"gender,race"
1235357993367146496,not hostile,not hostile,not hostile,4,4,4,none,none,none,1,1,1,not hostile,none,not hostile,none,not hostile,none
1235358599343300608,hostile,not hostile,hostile,5,5,5,race,none,race,5,5,5,hostile,none,hostile,none,hostile,none
1235358599343300608,not hostile,not hostile,not hostile,3,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235358676048740352,hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235358676048740352,not hostile,not hostile,not hostile,3,4,4,none,none,none,5,5,4,not hostile,none,not hostile,none,not hostile,none
1235359238903549953,hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235359238903549953,hostile,hostile,hostile,4,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235359813162299395,hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235359813162299395,not hostile,not hostile,not hostile,1,1,1,none,none,none,1,1,1,not hostile,none,not hostile,none,not hostile,none
1235360979518730242,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235360979518730242,not hostile,not hostile,not hostile,4,5,5,none,none,none,4,4,5,not hostile,none,not hostile,none,not hostile,none
1235361211664891904,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235361211664891904,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,4,not hostile,none,not hostile,none,not hostile,none
1235361241629110272,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235361241629110272,hostile,hostile,hostile,4,4,4,religion,religion,religion,4,4,4,hostile,religion,hostile,religion,hostile,religion
1235361453026299905,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,religion,not hostile,none,not hostile,none
1235361453026299905,hostile,not hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235377348402229248,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235377348402229248,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235388238258294784,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235388238258294784,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235392650406170625,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235392650406170625,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235396693199216640,hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1235396693199216640,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1235397970566074369,hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235397970566074369,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235401528782946304,hostile,not hostile,not hostile,4,4,4,race,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235401528782946304,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235401537637076992,hostile,not hostile,not hostile,5,5,5,race,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235401537637076992,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1235401983961354240,hostile,not hostile,not hostile,5,5,5,race,none,race,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235401983961354240,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1235414568647573504,hostile,not hostile,not hostile,5,5,5,race,none,race,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235414568647573504,hostile,hostile,hostile,5,5,5,race,race,none,5,5,5,hostile,race,hostile,race,hostile,race
1235418891846737920,hostile,not hostile,not hostile,1,1,1,religion,none,religion,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235418891846737920,hostile,hostile,hostile,5,5,5,race,race,"gender,race",5,5,5,hostile,race,hostile,race,hostile,race
1235421544240857089,hostile,not hostile,not hostile,5,5,5,"religion,race",none,race,5,5,5,hostile,race,not hostile,none,not hostile,none
1235421544240857089,hostile,hostile,hostile,5,5,5,race,race,race,5,5,5,hostile,race,hostile,race,hostile,race
1235433790119514113,hostile,hostile,hostile,4,4,4,religion,religion,religion,5,5,5,hostile,religion,hostile,religion,hostile,religion
1235433790119514113,hostile,not hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235446003651637248,hostile,not hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235446003651637248,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235453708294594561,hostile,not hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1235453708294594561,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1235468274608922625,hostile,not hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235468274608922625,hostile,hostile,hostile,5,5,2,race,race,religion,4,4,4,hostile,race,hostile,race,hostile,race
1235485236294643712,hostile,not hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235485236294643712,not hostile,not hostile,not hostile,3,5,2,none,none,race,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235485417283022849,hostile,not hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235485417283022849,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235490917273853952,hostile,hostile,hostile,5,5,5,gender,gender,race,5,5,5,hostile,gender,hostile,gender,hostile,gender
1235490917273853952,not hostile,not hostile,not hostile,3,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1235498331406626819,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1235498331406626819,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235499652088291328,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1235499652088291328,hostile,hostile,hostile,1,1,1,race,race,none,2,2,2,hostile,race,hostile,race,hostile,race
1235513708123582464,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,not hostile,none,hostile,gender,hostile,gender
1235513708123582464,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1235517051969519616,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,none,hostile,gender,hostile,gender
1235517051969519616,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1235536502974599168,hostile,hostile,hostile,3,3,3,gender,gender,gender,2,2,2,not hostile,none,hostile,gender,hostile,gender
1235536502974599168,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1235545662294540289,hostile,hostile,hostile,4,4,4,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1235545662294540289,not hostile,hostile,not hostile,5,5,5,none,religion,none,5,5,5,not hostile,none,hostile,religion,hostile,religion
1235559871505825792,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,none
1235559871505825792,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235565544650100736,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1235565544650100736,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235574478379405312,hostile,hostile,hostile,5,5,5,"gender,religion","gender,religion","gender,religion",5,5,5,hostile,religion,hostile,religion,hostile,"religion,gender"
1235574478379405312,hostile,hostile,hostile,4,4,4,race,race,race,5,5,5,hostile,race,hostile,race,hostile,race
1235584842051420162,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235584842051420162,not hostile,not hostile,not hostile,1,1,1,none,none,none,2,2,2,not hostile,none,not hostile,none,not hostile,none
1235651838642290688,hostile,hostile,hostile,4,4,4,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1235651838642290688,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235657389451468803,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1235657389451468803,not hostile,not hostile,not hostile,3,3,3,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1246236381908799488,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246236381908799488,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246241048667488256,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246241048667488256,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1246246922635149312,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246246922635149312,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1246276778626293766,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246276778626293766,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246344043828785152,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246344043828785152,hostile,hostile,hostile,4,4,4,none,none,none,3,3,3,hostile,none,hostile,none,hostile,none
1246344418963095552,hostile,hostile,hostile,5,5,5,none,none,"race,religion",4,4,4,hostile,none,hostile,none,hostile,none
1246344418963095552,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246368061667631105,hostile,hostile,hostile,4,4,4,none,none,gender,5,5,5,hostile,none,hostile,none,hostile,none
1246368061667631105,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246373937266769920,hostile,hostile,hostile,5,5,5,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1246373937266769920,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246375524353671168,hostile,hostile,hostile,2,2,2,none,none,none,2,2,2,hostile,none,hostile,none,hostile,none
1246375524353671168,not hostile,not hostile,not hostile,4,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246377850388852736,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246377850388852736,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246380830898995201,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1246380830898995201,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246382221537263616,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246382221537263616,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246386762076893185,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246386762076893185,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246396895649509376,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246396895649509376,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246404187757436930,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246404187757436930,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1246412586851106817,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246412586851106817,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246415274594709504,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246415274594709504,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246440737761353728,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246440737761353728,not hostile,not hostile,not hostile,5,5,2,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1246452969391960065,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246452969391960065,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1246501870413254656,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1246501870413254656,not hostile,not hostile,not hostile,2,2,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246520420779646983,hostile,hostile,hostile,5,5,5,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1246520420779646983,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1246520737852260352,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
